trade_id,ticker,timestamp,quantity_sold,price,proceeds,realized_gain,taxes,after_tax_gain
7,BTCUSD,2013-04-18 10:00:00,0.1,90.99,9.099,-1.0510000000000002,0.0,-1.0510000000000002
8,BTCUSD,2013-04-19 10:00:00,0.1,119.96,11.996,2.4410000000000007,0.7323000000000002,1.7087000000000006
9,BTCUSD,2013-04-20 10:00:00,0.1,116.64,11.664000000000001,2.256000000000002,0.6768000000000006,1.5792000000000015
10,BTCUSD,2013-04-21 10:00:00,0.1,125.91,12.591000000000001,5.041,1.5123,3.5287000000000006
11,BTCUSD,2013-04-22 10:00:00,0.1,120.91,12.091000000000001,4.875000000000001,1.4625000000000001,3.4125000000000005
12,BTCUSD,2013-04-23 10:00:00,0.1,123.45,12.345,5.853,1.7558999999999998,4.0971
16,BTCUSD,2013-12-10 10:00:00,0.1,915.49,91.549,8.451999999999998,2.535599999999999,5.916399999999999
17,BTCUSD,2013-12-11 10:00:00,0.1,953.39,95.339,20.888999999999996,6.266699999999998,14.622299999999997
18,BTCUSD,2013-12-12 10:00:00,0.1,869.96,86.99600000000001,17.5,5.25,12.25
25,BTCUSD,2013-12-23 10:00:00,0.1,643.86,64.38600000000001,-4.813999999999993,0.0,-4.813999999999993
26,BTCUSD,2013-12-24 10:00:00,0.1,657.2,65.72000000000001,0.3200000000000074,0.09600000000000221,0.2240000000000052
27,BTCUSD,2013-12-25 10:00:00,0.1,643.72,64.372,0.07399999999999807,0.022199999999999418,0.05179999999999865
28,BTCUSD,2013-12-26 10:00:00,0.1,685.75,68.575,6.573,1.9719,4.601100000000001
29,BTCUSD,2013-12-27 10:00:00,0.1,728.42,72.842,14.032999999999994,4.209899999999998,9.823099999999997
30,BTCUSD,2013-12-28 10:00:00,0.1,715.74,71.574,17.473,5.241899999999999,12.2311
34,BTCUSD,2014-02-11 10:00:00,0.1,713.09,71.30900000000001,0.9690000000000083,0.29070000000000246,0.6783000000000059
38,BTCUSD,2014-02-16 10:00:00,0.1,662.41,66.241,-3.171999999999997,0.0,-3.171999999999997
39,BTCUSD,2014-02-17 10:00:00,0.1,611.26,61.126000000000005,-8.073999999999998,0.0,-8.073999999999998
40,BTCUSD,2014-02-18 10:00:00,0.1,644.47,64.447,-2.3529999999999944,0.0,-2.3529999999999944
41,BTCUSD,2014-02-19 10:00:00,0.1,624.73,62.473000000000006,-3.026999999999994,0.0,-3.026999999999994
42,BTCUSD,2014-02-20 10:00:00,0.1,626.18,62.617999999999995,1.2179999999999893,0.3653999999999968,0.8525999999999925
44,BTCUSD,2014-02-22 10:00:00,0.1,572.92,57.292,2.325000000000003,0.6975000000000008,1.6275000000000022
46,BTCUSD,2014-02-26 10:00:00,0.1,561.0,56.1,10.0,3.0,7.0
51,BTCUSD,2014-04-02 10:00:00,0.1,475.1,47.510000000000005,-2.414999999999999,0.0,-2.414999999999999
53,BTCUSD,2014-04-04 10:00:00,0.1,435.77,43.577,-4.336000000000006,0.0,-4.336000000000006
54,BTCUSD,2014-04-05 10:00:00,0.1,451.65,45.165,-0.7350000000000065,0.0,-0.7350000000000065
55,BTCUSD,2014-04-06 10:00:00,0.1,464.44,46.444,2.0549999999999997,0.6164999999999999,1.4385
56,BTCUSD,2014-04-07 10:00:00,0.1,459.56,45.956,3.5760000000000005,1.0728000000000002,2.5032000000000005
58,BTCUSD,2014-08-17 10:00:00,0.1,518.48,51.848000000000006,2.5330000000000084,0.7599000000000025,1.773100000000006
60,BTCUSD,2014-10-07 10:00:00,0.1,335.96,33.596,3.5959999999999965,1.0787999999999989,2.5171999999999977
63,BTCUSD,2015-01-16 10:00:00,0.1,217.0,21.700000000000003,-0.07399999999999807,0.0,-0.07399999999999807
64,BTCUSD,2015-01-17 10:00:00,0.1,205.65,20.565,1.1550000000000011,0.3465000000000003,0.8085000000000009
